"","date","time","latitude","longitude","sec","min","hour","day","month","year","wday","weekend","distance_from_centre","elevation","population_density","precipitation","relative_humidity","specific_humidity","temp","wind_u","wind_v","class"
"1","01-01-2018","18:17:00",-1.801727,36.880296,0,17,18,1,0,2018,1,0,0.519183452714934,-45.6074437954024,6317.6,24.10000038,72.70000458,0.00956,15.16149292,-0.012186279,-0.933913529,0
"2","01-01-2018","17:24:40",-1.08479,36.712534,40,24,17,1,0,2018,1,0,0.227160611730996,-46.1645062289914,6317.6,24.10000038,72.70000458,0.00956,15.16149292,-0.012186279,-0.933913529,0
"3","01-01-2018","18:19:43",-2.018746,37.258107,43,19,18,1,0,2018,1,0,0.854824822349587,-45.1745722608113,6317.6,24.10000038,72.70000458,0.00956,15.16149292,-0.012186279,-0.933913529,0
"4","01-01-2018","18:22:09",-2.847049,37.031324,9,22,18,1,0,2018,1,0,1.57527739582621,-44.8627976109215,6317.6,24.10000038,72.70000458,0.00956,15.16149292,-0.012186279,-0.933913529,0
"5","01-01-2018","13:55:30",-1.376693,36.412917,30,55,13,1,0,2018,1,0,0.414268215111899,-46.2354990672393,6317.6,24.10000038,72.70000458,0.00956,15.16149292,-0.012186279,-0.933913529,0
"6","01-01-2018","21:54:52",-1.875289,37.462435,52,54,21,1,0,2018,1,0,0.873556944305293,-45.0939282060925,6317.6,24.10000038,72.70000458,0.00956,15.16149292,-0.012186279,-0.933913529,0
"7","01-01-2018","16:16:00",-1.371357,37.77779,0,16,16,1,0,2018,1,0,0.964317646065345,-45.1313257250344,6317.6,24.10000038,72.70000458,0.00956,15.16149292,-0.012186279,-0.933913529,0
"8","01-01-2019","05:54:41",-0.936141,37.416868,41,54,5,1,0,2019,2,0,0.694440629232624,-45.6772231583308,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"9","01-01-2019","15:12:02",-0.986874,36.824212,2,12,15,1,0,2019,2,0,0.299596530931184,-46.130901067787,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"10","01-01-2019","15:19:00",-1.105534,36.410171,0,19,15,1,0,2019,2,0,0.445420993812595,-46.3973794044966,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"11","01-01-2019","05:02:18",-2.665561,36.587937,18,2,5,1,0,2019,2,0,1.39810138236825,-45.3255797482071,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"12","01-01-2019","21:54:10",-2.39456,37.110049,10,54,21,1,0,2019,2,0,1.14620680137443,-45.0707744137178,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"13","01-01-2019","17:44:17",-2.096985,37.60791,17,44,17,1,0,2019,2,0,1.1323655801838,-44.8460277565025,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"14","01-01-2019","09:33:55",-1.394569,37.125907,55,33,9,1,0,2019,2,0,0.327091308744209,-45.6481139394292,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"15","01-01-2019","02:49:08",-2.85939,37.788337,8,49,2,1,0,2019,2,0,1.84861963286042,-44.2496363794494,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"16","01-01-2019","02:48:11",-0.982116,37.737905,11,48,2,1,0,2019,2,0,0.969658395339822,-45.388201041361,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"17","01-01-2019","08:45:37",-0.949995,37.45679,37,45,8,1,0,2019,2,0,0.722638824534774,-45.6366164405872,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"18","01-01-2019","20:05:40",-2.95202,36.935538,40,5,20,1,0,2019,2,0,1.66982785561446,-44.8758657375081,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"19","01-01-2019","17:18:27",-2.429008,36.826448,27,18,17,1,0,2019,2,0,1.14265623867636,-45.2774259392467,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"20","01-01-2019","09:42:07",-1.620801,36.624658,7,42,9,1,0,2019,2,0,0.385892037970467,-45.920493025793,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"21","01-01-2019","01:01:10",-1.306197,37.382171,10,1,1,1,0,2019,2,0,0.565295143768281,-45.4913837204117,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"22","01-01-2019","13:49:20",-2.905522,36.654384,20,49,13,1,0,2019,2,0,1.6273008976861,-45.1276086795613,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"23","01-01-2019","13:02:37",-1.417737,37.466876,37,2,13,1,0,2019,2,0,0.662798097095187,-45.3576429266075,6317.6,20.18639565,85.09999847,0.010319999,13.91317139,-2.628098011,-3.06291008,0
"24","01-02-2018","02:56:08",-1.8516,37.347397,8,56,2,1,1,2018,4,0,0.774950285371263,-45.2009017980176,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"25","01-02-2018","17:35:40",-2.051502,36.964231,40,35,17,1,1,2018,4,0,0.779107986631507,-45.3919177960803,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"26","01-02-2018","10:13:56",-2.755766,36.406699,56,13,10,1,1,2018,4,0,1.52564698495589,-45.4151422177093,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"27","01-02-2018","02:15:12",-2.101254,37.136484,12,15,2,1,1,2018,4,0,0.875175727694731,-45.2237957752802,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"28","01-02-2018","13:22:21",-2.080329,36.915747,21,22,13,1,1,2018,4,0,0.80002981330448,-45.4137912399203,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"29","01-02-2018","10:44:01",-2.04171,36.401975,1,44,10,1,1,2018,4,0,0.861940087561194,-45.8490256409797,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"30","01-02-2018","09:00:11",-1.451309,36.948517,11,0,9,1,1,2018,4,0,0.210800191736158,-45.7586743490409,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"31","01-02-2018","22:46:19",-1.383018,37.876006,19,46,22,1,1,2018,4,0,1.06318324136999,-45.0444590318961,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"32","01-02-2018","14:04:45",-0.65566,37.467751,45,4,14,1,1,2018,4,0,0.906093676296773,-45.7966840532697,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"33","01-02-2018","09:04:24",-1.865276,37.743397,24,4,9,1,1,2018,4,0,1.09220347785795,-44.8721674282698,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"34","01-02-2018","11:43:34",-2.521741,37.359719,34,43,11,1,1,2018,4,0,1.34922069133259,-44.7946508003183,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"35","01-02-2018","16:32:42",-0.809602,37.171396,42,32,16,1,1,2018,4,0,0.593939691633757,-45.9507191009825,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"36","01-02-2018","22:16:34",-2.713887,36.499198,34,16,22,1,1,2018,4,0,1.46249459507685,-45.3669928784923,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"37","01-02-2018","00:47:26",-1.245422,37.008245,26,47,0,1,1,2018,4,0,0.195365553701264,-45.8306971308382,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"38","01-02-2018","04:13:28",-1.885465,37.022347,28,13,4,1,1,2018,4,0,0.633220269062829,-45.4434265730023,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"39","01-02-2018","05:46:40",-1.782395,36.735774,40,46,5,1,1,2018,4,0,0.502648875097716,-45.7353297664949,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"40","01-02-2018","01:22:12",-2.61884,37.690965,12,22,1,1,1,2018,4,0,1.59337715245481,-44.4707964655743,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"41","01-02-2018","00:10:44",-1.988225,36.975394,44,10,0,1,1,2018,4,0,0.719438556192953,-45.420452492762,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"42","01-02-2018","03:07:52",-0.590842,37.643312,52,7,3,1,1,2018,4,0,1.07991141540869,-45.6896428149223,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"43","01-02-2018","12:36:43",-1.403956,36.85518,43,36,12,1,1,2018,4,0,0.123542435373437,-45.8620187992874,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"44","01-02-2018","09:35:56",-2.130325,37.245983,56,35,9,1,1,2018,4,0,0.946606100601514,-45.1183987669598,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"45","01-02-2018","12:30:15",-0.922899,36.583385,15,30,12,1,1,2018,4,0,0.43220966016969,-46.3638615260355,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"46","01-02-2018","02:23:52",-2.652978,37.119964,52,23,2,1,1,2018,4,0,1.3997205463956,-44.9084674056722,6317.6,23.89999962,72.93553925,0.009734158,15.37062988,-2.367954016,-2.831469774,0
"47","01-03-2018","06:50:45",-2.923631,36.446961,45,50,6,1,2,2018,4,0,1.67858729746415,-45.2812740159373,6317.6,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,0
"48","01-03-2018","08:13:08",-1.205829,37.044867,8,13,8,1,2,2018,4,0,0.241478165340062,-45.824042236553,6317.6,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,0
"49","01-03-2018","13:08:27",-0.821191,36.822006,27,8,13,1,2,2018,4,0,0.465222587900674,-46.2289747175939,6317.6,32.29999924,72.50074768,0.011270106,17.74813232,0.798852503,-0.790566385,0
